normalized_rowid,normalized_domain,normalized_source,normalized_utterance_id,normalized_start_time,normalized_speaker_id,normalized_text,normalized_start,normalized_end,normalized_url
17063,youtube,6u9cNKUM2qs,100054,0:03:23,ПА,Кому шо…,203,204,https://www.youtube.com/embed/6u9cNKUM2qs?start=203&end=204
17064,youtube,6u9cNKUM2qs,100057,0:03:24,ОН,"А тобі, може, зручніше буде без гарнітури? Чи тобі не зручно буде?",204,209,https://www.youtube.com/embed/6u9cNKUM2qs?start=204&end=209
17065,youtube,6u9cNKUM2qs,100060,0:03:29,Т,"Я на вулиці. Йду з точки А в точку Б. Тому, тіпа, або так, або ніяк. Вибачайте",209,215,https://www.youtube.com/embed/6u9cNKUM2qs?start=209&end=215
17066,youtube,6u9cNKUM2qs,100063,0:03:35,ОН,"Ясно. Ок, значить, будем так",215,218,https://www.youtube.com/embed/6u9cNKUM2qs?start=215&end=218
17067,youtube,6u9cNKUM2qs,100066,0:03:38,Т,"А шо, мене погано чути?",218,221,https://www.youtube.com/embed/6u9cNKUM2qs?start=218&end=221
17068,youtube,6u9cNKUM2qs,100069,0:03:41,ОН,"Та просто, тіпа, ну, дуже багато скаржились минулого разу, і цього разу так само, тіпа. Багато шуму, але, думаю, якщо ти знімеш гарнітуру, воно, типу, ролі не зіграє.",221,230,https://www.youtube.com/embed/6u9cNKUM2qs?start=221&end=230
17069,youtube,6u9cNKUM2qs,100072,0:03:50,Т,"Ну, я тоді буду на гучному. І тоді буде ще гірше, бо так я в навушниках",230,234,https://www.youtube.com/embed/6u9cNKUM2qs?start=230&end=234
17070,youtube,6u9cNKUM2qs,100075,0:03:54,ОН,"Ну, я теж так думаю. ",234,237,https://www.youtube.com/embed/6u9cNKUM2qs?start=234&end=237
17071,youtube,6u9cNKUM2qs,100078,0:03:57,Т,Як ваші справи?,237,238,https://www.youtube.com/embed/6u9cNKUM2qs?start=237&end=238
17072,youtube,6u9cNKUM2qs,100081,0:03:58,ОН,"А, розповідай, як… Нє, давай ти. Бо ти там. Розповідай, що в тебе там цікавого? Ми зараз будемо тут збирати питання. Ну, точніше, вони вже зібрані. Просто треба їх якось той во..",238,248,https://www.youtube.com/embed/6u9cNKUM2qs?start=238&end=248
17073,youtube,6u9cNKUM2qs,100084,0:04:08,Т,"Ну, в мене, насправді, не дуже багато часу, бо в мене зараз має ще бути включення. Ще запис цього інтерв’ю. Я так доєднався на п'ятнадцять хвилинок. В нас все добре.",248,260,https://www.youtube.com/embed/6u9cNKUM2qs?start=248&end=260
17074,youtube,6u9cNKUM2qs,100087,0:04:20,ОН,Ого!,260,262,https://www.youtube.com/embed/6u9cNKUM2qs?start=260&end=262
17075,youtube,6u9cNKUM2qs,100090,0:04:22,Т,"Да. Ну, тож є пан Анонім, я бачу. Десь, може, ще народ підтягнеться",262,271,https://www.youtube.com/embed/6u9cNKUM2qs?start=262&end=271
17076,youtube,6u9cNKUM2qs,100093,0:04:31,ОН,"Ладно, давай почнемо. В мене є класне питання. Я його відкладав.",271,276,https://www.youtube.com/embed/6u9cNKUM2qs?start=271&end=276
17077,youtube,6u9cNKUM2qs,100096,0:04:36,Т,Давай.,276,278,https://www.youtube.com/embed/6u9cNKUM2qs?start=276&end=278
17078,youtube,6u9cNKUM2qs,100099,0:04:38,ОН,"Зара я його знайду, шоб процитувати дуже точно. Ми зараз відразу попередньо вибачимось, тому що це, тіпа, наша суб’єктивна точка зору, що ці питання мають бути саме в цій поплаві. Тому прошу вас, щоб ви там не цей во.",278,295,https://www.youtube.com/embed/6u9cNKUM2qs?start=278&end=295
17079,youtube,6u9cNKUM2qs,100101,0:04:55,ОН,"Ну, тіпа, не думали, шо ви погано питання задаєте, чи ще шось. Просто нам здалося, шо ці питання мають бути десь у цьому от відділі. Короче, було питання наступне, тіпа,… Боже, як її звуть, оцю подругу? Зараз, секунду, треба, щоб не, цей во… Не втратити контекст. О, я згадав, короче. ",295,323,https://www.youtube.com/embed/6u9cNKUM2qs?start=295&end=323
17080,youtube,6u9cNKUM2qs,100105,0:05:23,ВС,Наконєц-то,323,324,https://www.youtube.com/embed/6u9cNKUM2qs?start=323&end=324
17081,youtube,6u9cNKUM2qs,100108,0:05:24,ОН,Чи генеральний штаб розглядав вигрести Кабаєву і обміняти її на захисників Маріуполя?,324,332,https://www.youtube.com/embed/6u9cNKUM2qs?start=324&end=332
17082,youtube,6u9cNKUM2qs,100111,0:05:32,Т,"Ні, не розглядав",332,335,https://www.youtube.com/embed/6u9cNKUM2qs?start=332&end=335
17083,youtube,6u9cNKUM2qs,100114,0:05:35,ОН,А чому?,335,338,https://www.youtube.com/embed/6u9cNKUM2qs?start=335&end=338
17084,youtube,6u9cNKUM2qs,100117,0:05:38,Т,Це серйозне питання?,338,340,https://www.youtube.com/embed/6u9cNKUM2qs?start=338&end=340
17085,youtube,6u9cNKUM2qs,100120,0:05:40,ОН,"А, ну, так, це ж серйозно нам задають такі питання.",340,344,https://www.youtube.com/embed/6u9cNKUM2qs?start=340&end=344
17086,youtube,6u9cNKUM2qs,100123,0:05:44,Т,"А, ну, я думаю, що генеральний штаб міг планувати в окремому супер-секретному відділі стратегічних операцій викрадення когось найближчого коло Путіна, з його бункера, для того щоб потім його обміняти на когось. Але я ніколи не чув, що в цьому списку могла буть вказана вами особа.",344,369,https://www.youtube.com/embed/6u9cNKUM2qs?start=344&end=369
17087,youtube,6u9cNKUM2qs,100126,0:06:09,ВС,Викрадення дітей з бункеру?,369,372,https://www.youtube.com/embed/6u9cNKUM2qs?start=369&end=372
17088,youtube,6u9cNKUM2qs,100129,0:06:12,Т,"Е, ні, ні, ні. З дітьми це не викрадення. Це повернення їх з тяжкої неволі і рабства, сексуального рабства, навіть так скажімо.",372,382,https://www.youtube.com/embed/6u9cNKUM2qs?start=372&end=382
17089,youtube,6u9cNKUM2qs,100132,0:06:22,ПА,"Це Кіднепінг, тільки навпаки.",382,390,https://www.youtube.com/embed/6u9cNKUM2qs?start=382&end=390
17090,youtube,6u9cNKUM2qs,100135,0:06:30,ВС,А…,390,390,https://www.youtube.com/embed/6u9cNKUM2qs?start=390&end=390
17091,youtube,6u9cNKUM2qs,100138,0:06:30,ОН,"Пан Валерій, давай по-черзі.",390,392,https://www.youtube.com/embed/6u9cNKUM2qs?start=390&end=392
17092,youtube,6u9cNKUM2qs,100141,0:06:32,ВС,"Да, давай. А, тут блок питань. А, суть така: чи можна роздовбаним до сто п'ятдесяти п'яти міліметрового калібру сто п'ятдесят другим калібром стріляти сто п'ятдесяти-міліметровими…, сто п'ятдесяти п'яти-міліметровими снарядами, вибачте мені ?",392,414,https://www.youtube.com/embed/6u9cNKUM2qs?start=392&end=414
17093,youtube,6u9cNKUM2qs,100144,0:06:54,Т,"Ну, дивіться, один раз можна спробувать, один раз можна спробувать…",414,422,https://www.youtube.com/embed/6u9cNKUM2qs?start=414&end=422
17094,youtube,6u9cNKUM2qs,100147,0:07:02,ОН,"Це дуже лаконічно, але дякую. Е, ще давай таке, дуже теоретичне питання. Якби українці мали на руках стільки зброї, як американці, то як би був перебіг цієї війни, якшо ти можеш, и…",422,437,https://www.youtube.com/embed/6u9cNKUM2qs?start=422&end=437
17095,youtube,6u9cNKUM2qs,100150,0:07:17,Т,Її б не було.,437,439,https://www.youtube.com/embed/6u9cNKUM2qs?start=437&end=439
17096,youtube,6u9cNKUM2qs,100153,0:07:19,ОН,Думаєш?,439,440,https://www.youtube.com/embed/6u9cNKUM2qs?start=439&end=440
17097,youtube,6u9cNKUM2qs,100156,0:07:20,Т,"Нє, ну якби ми хоча би три роки нормально працювали на підготовку до цієї війни, її б не було. Якби ми хоча би рік хоча би працювали на підготовку до цієї війни, її б не було. Тому це питання не тому, мабуть. Всьої американської зброї, чи ще чогось. Навіть той бюджет, який ми мали, ми активно не використовували, і як наслідок маємо те, що маємо.",440,467,https://www.youtube.com/embed/6u9cNKUM2qs?start=440&end=467
17098,youtube,6u9cNKUM2qs,100159,0:07:47,ВС,Чи можна розбити ракету з автомату?,467,470,https://www.youtube.com/embed/6u9cNKUM2qs?start=467&end=470
17099,youtube,6u9cNKUM2qs,100162,0:07:50,Т,"Ракету з автомату? Щас я подумаю. Та нє. Ну, типу, яку ракету?",470,482,https://www.youtube.com/embed/6u9cNKUM2qs?start=470&end=482
17100,youtube,6u9cNKUM2qs,100165,0:08:02,ВС,"Тут задано просто ракету, а далі в мене було про, я не пам’ятаю, шо саме, але скоректується",482,488,https://www.youtube.com/embed/6u9cNKUM2qs?start=482&end=488
17101,youtube,6u9cNKUM2qs,100168,0:08:08,Т,"Дивіться, якщо по вам летить ракета, а ви берете автомат со ствол, і так по ній прикладом, по летючій ракеті, знаєте, як ото. Як близько?. То я не думаю  що можна збить ракету автоматом.""",488,499,https://www.youtube.com/embed/6u9cNKUM2qs?start=488&end=499
17102,youtube,6u9cNKUM2qs,100173,0:08:19,ОН,"Я думаю, я думаю, я думаю, шо це, тіпа, вважається, поняв, летить от крилата ракета, ти її бачиш і починаєш стріляти з неї автоматом.",499,512,https://www.youtube.com/embed/6u9cNKUM2qs?start=499&end=512
17103,youtube,6u9cNKUM2qs,100176,0:08:32,Т,Нє,512,517,https://www.youtube.com/embed/6u9cNKUM2qs?start=512&end=517
17104,youtube,6u9cNKUM2qs,100179,0:08:37,ОН,"А, ок, давай наступний",517,518,https://www.youtube.com/embed/6u9cNKUM2qs?start=517&end=518
17105,youtube,6u9cNKUM2qs,100182,0:08:38,ВС,"То ти знов всіх зам’ютив, да?",518,520,https://www.youtube.com/embed/6u9cNKUM2qs?start=518&end=520
17106,youtube,6u9cNKUM2qs,100187,0:08:40,ОН,"Да, та це я, да, випадково.",520,522,https://www.youtube.com/embed/6u9cNKUM2qs?start=520&end=522
17107,youtube,6u9cNKUM2qs,100190,0:08:42,ВС,"Зараз, просто тут і, крім автомату, чи можна збити крилату ракету звичайною мисливською рушницею, і, наприклад, дробом до качки ? Якщо так то чи єсь якісь підтверджені випадки?""",522,534,https://www.youtube.com/embed/6u9cNKUM2qs?start=522&end=534
17108,youtube,6u9cNKUM2qs,100195,0:08:54,Т,"Ще раз, підтверджені випадки чого?",534,536,https://www.youtube.com/embed/6u9cNKUM2qs?start=534&end=536
17109,youtube,6u9cNKUM2qs,100198,0:08:56,ВС,Збиття крилатої ракети з мисливської рушниці з дробом на качку,536,541,https://www.youtube.com/embed/6u9cNKUM2qs?start=536&end=541
17110,youtube,6u9cNKUM2qs,100201,0:09:01,Т,"А, ну, хіба з картєчі. Я думаю, десь тер… тер… тероборона могла б подавати таку інформацію про готовність збивати і навіть підтверджені результати випробовувань",541,554,https://www.youtube.com/embed/6u9cNKUM2qs?start=541&end=554
17111,youtube,6u9cNKUM2qs,100204,0:09:14,ОН,"Е, дивись, є ще таке, ту… теж дуже класне, насправді теоретичне, питання. Чи є можливість відправити до Росії нашого снайпера або місцевого снайпера, який там в Росії, шоб застрелити Путіна на якомусь публічному заході?",554,571,https://www.youtube.com/embed/6u9cNKUM2qs?start=554&end=571
17112,youtube,6u9cNKUM2qs,100207,0:09:31,Т,"Так кожного тижня відправляємо, от, все, ждем тепер результату. Я думаю, хороша історія, щоб ініціювати збір коштів на подібний проект.",571,583,https://www.youtube.com/embed/6u9cNKUM2qs?start=571&end=583
17113,youtube,6u9cNKUM2qs,100210,0:09:43,ВС,"Угу. От… А, тут, насправді, питання непогане, але мені подобається форма: «Чому хамери не постачаються тисячами?».",583,592,https://www.youtube.com/embed/6u9cNKUM2qs?start=583&end=592
17114,youtube,6u9cNKUM2qs,100213,0:09:52,Т,Постачаються,592,593,https://www.youtube.com/embed/6u9cNKUM2qs?start=592&end=593
17115,youtube,6u9cNKUM2qs,100216,0:09:53,ВС,"Ага. Ну, це, це, це в середньому…",593,595,https://www.youtube.com/embed/6u9cNKUM2qs?start=593&end=595
17116,youtube,6u9cNKUM2qs,100219,0:09:55,Т,"Ну, точніше, ні, але да. двісті зараз і тисяча, здається, до кінця року. Але все одно, ну, тобто ми тут на кожній зустрічі,… хамери – це одна з тої техніки, яку ми, там, кожного разу повторюємо.",595,612,https://www.youtube.com/embed/6u9cNKUM2qs?start=595&end=612
17117,youtube,6u9cNKUM2qs,100222,0:10:12,ОН,Ще таке гіпотетичне питання: «Чим нам Ф шістнадцять краще за А десять?».,612,619,https://www.youtube.com/embed/6u9cNKUM2qs?start=612&end=619
17118,youtube,6u9cNKUM2qs,100225,0:10:19,Т,"А, ого, даже шось нормальне. Тим, що нам потрібен багатоцільовий літак-винищувач, який може наносити удари по всіх цілях. А «А десять» – вузькоспеціалізована машина. Хоч і хороша, але вузькоспеціалізована. І ми не можем собі дозволити таку розкіш, як мати багато різних літаків. Ну, тобто, це можливий варіант, але він дуже поганий для нас.",619,643,https://www.youtube.com/embed/6u9cNKUM2qs?start=619&end=643
17119,youtube,6u9cNKUM2qs,100228,0:10:43,ВС,"От, насправді, просто, там спочатку: «Чим Ф шістнадцять краще за А десять?», а піс…, одразу після того: «Що відомо про моряків Москви?». Ну, це теж старе питання.",643,654,https://www.youtube.com/embed/6u9cNKUM2qs?start=643&end=654
17120,youtube,6u9cNKUM2qs,100231,0:10:54,Т,"Вони, певно, десь потонули.",654,654,https://www.youtube.com/embed/6u9cNKUM2qs?start=654&end=654
17121,youtube,6u9cNKUM2qs,100233,0:10:54,ВС,От…,654,654,https://www.youtube.com/embed/6u9cNKUM2qs?start=654&end=654
17122,youtube,6u9cNKUM2qs,100235,0:10:54,ОН,"Ще є, короче, класне питання. Чи варто і чи є сенс випадково, власне, в лапках, знищити газопровід, який іде через нас до країни Європейського Союзу?",654,654,https://www.youtube.com/embed/6u9cNKUM2qs?start=654&end=654
17123,youtube,6u9cNKUM2qs,100237,0:10:54,Т,"Я не певен, що це позитивно сприйметься в світі і це те, чим ми маєм займатися.",654,682,https://www.youtube.com/embed/6u9cNKUM2qs?start=654&end=682
17124,youtube,6u9cNKUM2qs,100240,0:11:22,ВС,Чи може Росія непомітно перекинути в Чорне море підводні човни через Босфор?,682,693,https://www.youtube.com/embed/6u9cNKUM2qs?start=682&end=693
17125,youtube,6u9cNKUM2qs,100243,0:11:33,ПА,"Непомітно для кого – для турків, які контролюють Босфор і Дарданелли?",693,693,https://www.youtube.com/embed/6u9cNKUM2qs?start=693&end=693
17126,youtube,6u9cNKUM2qs,100245,0:11:33,ОН,"Я думаю, шо, тіпа, для всіх, крім турків і нас.",693,705,https://www.youtube.com/embed/6u9cNKUM2qs?start=693&end=705
17127,youtube,6u9cNKUM2qs,100248,0:11:45,ПА,"М, ні. Бо, окрім візуального контролю, є така історія, як підводні бурії, які контролюють підводний простір, скажімо так.",705,719,https://www.youtube.com/embed/6u9cNKUM2qs?start=705&end=719
17128,youtube,6u9cNKUM2qs,100251,0:11:59,Т,"Дивіться, в цьому немає потреби, бо на Чорному морі їх є достатньо. І Чорне море – це така велика калюжа, де їм особливо нема, що робить, враховуючи, що в України немає плоту, який їм треба топить. А наносить удари калібрами можна і не з підводних човнів, а з будь-якої, там, сухопутної пускової устаноки. Тому це, ну, глибоко теоретично можливо, але потреби в цьому немає.",719,747,https://www.youtube.com/embed/6u9cNKUM2qs?start=719&end=747
17129,youtube,6u9cNKUM2qs,100254,0:12:27,ОН,"А… дивись, от нам якраз, здається, вчора, а, може, позавчора, була інфа, шо нам передадуть оцей від Бостон-Дайнемікс, оцього робота. І тут у нас є якраз пов’язане питання: «Що ти думаєш з приводу застосування цих роботів?».",747,764,https://www.youtube.com/embed/6u9cNKUM2qs?start=747&end=764
17130,youtube,6u9cNKUM2qs,100257,0:12:44,Т,"И, нічо не думаю. Всі такі суперскладні технології потребують реальної обкатки, тільки тоді, можливо, буде з них якийсь толк. Як показує кожна велика війна, нормальна, працюють тільки такі перевірені, прості, рішення. ",764,783,https://www.youtube.com/embed/6u9cNKUM2qs?start=764&end=783
17131,youtube,6u9cNKUM2qs,100259,0:13:03,Т,"Все, шо дуже сложне, заумне, зазвичай не працює або потребує величезних трудозатрат і дає, там, невеликий вихлоп назовні.",783,796,https://www.youtube.com/embed/6u9cNKUM2qs?start=783&end=796
17132,youtube,6u9cNKUM2qs,100262,0:13:16,ВС,"Угу. Далі питання, давайте, зай…, зараз буде з… трохи зоологічна поплава. От. По-перше, чи можна натренувати сокола-сапсана для боротьби з ворожими дронами?",796,809,https://www.youtube.com/embed/6u9cNKUM2qs?start=796&end=809
17133,youtube,6u9cNKUM2qs,100265,0:13:29,Т,"Ого, ого. Поняття не маю. Мені шкода птахів, тому я не вписуюся в такі історії.",809,820,https://www.youtube.com/embed/6u9cNKUM2qs?start=809&end=820
17134,youtube,6u9cNKUM2qs,100268,0:13:40,ВС,А друге ще краще: «Як ви ставитеся до ідеї – скидувати бджоли-сім’ї з безпілотників на позиції противника? Вони легкі – один кілограм - десять тисяч бджіл і зроблять неможливими перебування противника на позиції приблизно на тиждень.,820,834,https://www.youtube.com/embed/6u9cNKUM2qs?start=820&end=834
17135,youtube,6u9cNKUM2qs,100271,0:13:54,Т,"Е, наш аналітичний відділ колись готував, е, аналітичну записку для збройних сил і українського – Укроборонпрому – про те, що ми мали б поставити бджіл, як одним з елементів стратегічних неядерних сил стримування, е, на рівні кожної роти безакомобільни десантно-штурмових військ, морської піхоти…",834,857,https://www.youtube.com/embed/6u9cNKUM2qs?start=834&end=857
17136,youtube,6u9cNKUM2qs,100273,0:14:17,Т,"…І спеціально розроблені маленькі вулики для ССО, в яких мікросім’ї, але суперпідготовлені і агресивні - для того, шоб закидувати їх в глибокий тил, е, окупаційним військоми",857,872,https://www.youtube.com/embed/6u9cNKUM2qs?start=857&end=872
17137,youtube,6u9cNKUM2qs,100276,0:14:32,ПА,"Маю додати, шо там ще було про, е, бж… бджіл-спецпризначенців… А…",872,878,https://www.youtube.com/embed/6u9cNKUM2qs?start=872&end=878
17138,youtube,6u9cNKUM2qs,100279,0:14:38,Т,"Так, і про пацюків-всюдиходів",878,880,https://www.youtube.com/embed/6u9cNKUM2qs?start=878&end=880
17139,youtube,6u9cNKUM2qs,100282,0:14:40,ПА,Тактічно,880,880,https://www.youtube.com/embed/6u9cNKUM2qs?start=880&end=880
17140,youtube,6u9cNKUM2qs,100284,0:14:40,Т,"Ті, які можуть пересуватися вдень, вночі, зимою, під водою і навіть під землею. При чом я топив найбільше за пацюків.",880,892,https://www.youtube.com/embed/6u9cNKUM2qs?start=880&end=892
17141,youtube,6u9cNKUM2qs,100287,0:14:52,ОН,"Є ше таке, теж мені дуже подобається, питання. А, «Будівельна галузь в Україні стоїть і тому чи доцільно зробити велике будівництво на кордоні з Білорусією і Росією на зразок лінії Маннергейму глибиною тридцять кілометрів?»""",892        909        https://www.youtube.com/embed/6u9cNKUM2qs?start=892&end=909,,
17142,youtube,6u9cNKUM2qs,100291,0:15:09,Т,"Ні, тому шо почитайте історію Другої світової війни, і як воно все там спрацювало, в контексті Франції - лінії Мажино. Я якраз про таку читав, читаю, ніяк не доб’ю, Манштейна, і там дуже цікаво це все теж описано. Тому сучасна війна – це повністю про мобільність і про маневр. Тому все, шо стаціонарне, воно, а, може мати сенс, але, и, але ні… І нам більш раціонально вкладатися в якісь, такі, мобільні історії",909,946,https://www.youtube.com/embed/6u9cNKUM2qs?start=909&end=946
17143,youtube,6u9cNKUM2qs,100294,0:15:46,ВС,"А, так, маю питання про «Байрактари». Ярославський Деніс, юрист Харківського проектного інституту, заявляє, що Байрактай є розробкою української компанії «Мотор Січ» та харківський машино-будівним, вний завод «ФЕД». Чи це правда?",946,962,https://www.youtube.com/embed/6u9cNKUM2qs?start=946&end=962
17144,youtube,6u9cNKUM2qs,100297,0:16:02,Т,Ще раз. Що завод?,962,964,https://www.youtube.com/embed/6u9cNKUM2qs?start=962&end=964
17145,youtube,6u9cNKUM2qs,100300,0:16:04,ВС,"Е, «ФЕД».",964,965,https://www.youtube.com/embed/6u9cNKUM2qs?start=964&end=965
17146,youtube,6u9cNKUM2qs,100303,0:16:05,Т,Так. А шо з ним?,965,967,https://www.youtube.com/embed/6u9cNKUM2qs?start=965&end=967
17147,youtube,6u9cNKUM2qs,100306,0:16:07,ВС,"Він розробив «Байрактар», згідно слів цього юриста",967,970,https://www.youtube.com/embed/6u9cNKUM2qs?start=967&end=970
17148,youtube,6u9cNKUM2qs,100309,0:16:10,Т,"А… А, ну так, да, канєшно. Ну, як би, весь світовий промисловий, оборонно-промисловий кластер тримається на дідах з українських заводів. Наприклад, от «Боїнг» розробляв свої літаки на «Антонові». А… «Airbus» - в Харкові, на заводі. А… Ну, тобто… Вся наша… наші, американські авіаносці будувалися колись в Миколаєві.",970,998,https://www.youtube.com/embed/6u9cNKUM2qs?start=970&end=998
17149,youtube,6u9cNKUM2qs,100311,0:16:38,Т,"Ну, там, ну от, весь світовий, сві…, сві… світовий АПК тримається виключно на українських інженерах, українських підприємствах з унікальною школою, яку просто на Заході не можуть ні відтворити, ні повторити, ні повторити, не навіть вкрасти. І в нас тут до війни тисячі шпигунів намагалися отримати доступ до всіх тих таємних напрацювань, але наша воєнізована охорона їх всіх відловлювала і нікого не допускала. Тому таємниці збережені. Держава може бути спокійною.",998,1028,https://www.youtube.com/embed/6u9cNKUM2qs?start=998&end=1028
17150,youtube,6u9cNKUM2qs,100314,0:17:08,ОН,"Бліна… А я думав, шо, тіпа, це десь в Чорному морі під водою, під Кримом, у нас була таємна база",1028,1027,https://www.youtube.com/embed/6u9cNKUM2qs?start=1028&end=1027
17151,youtube,6u9cNKUM2qs,100317,0:17:07,Т,"Нє, ну слухайте, ми ж серйозні, серйозні люди про серйозні теми говоримо. Ну які підводні бази? Ну, максимум, це тунелі в Карпатах і аеродром піді Львовом, підземний.",1027,1048,https://www.youtube.com/embed/6u9cNKUM2qs?start=1027&end=1048
17152,youtube,6u9cNKUM2qs,100320,0:17:28,ОН,"І метро у Львові, до речі, теж.",1048,1051,https://www.youtube.com/embed/6u9cNKUM2qs?start=1048&end=1051
17153,youtube,6u9cNKUM2qs,100323,0:17:31,Т,"Нє, ви смієтеся, але мені колись на повном сєрьозі напарювали, що у Львівській області є підземний аеродром.",1051,1058,https://www.youtube.com/embed/6u9cNKUM2qs?start=1051&end=1058
17154,youtube,6u9cNKUM2qs,100326,0:17:38,ОН,"Оце діло. Є ше, короче, таке, теж теоретичне, питання, чи дійсно в Російськой Федерації близько півтори тисячі різних бойових літаків? А якшо так, то чому вони всі не літять на нас?",1058,1075,https://www.youtube.com/embed/6u9cNKUM2qs?start=1058&end=1075
17155,youtube,6u9cNKUM2qs,100329,0:17:55,Т,"А, у них більше тисячі модернізованих або нових літальних апаратів з дві тисячі десятого року, це правда. А, півтори тисячі – це може бути всього літальних апаратів. Це не, це не тіки літаки. Ну, то, точніше, не тіки бойові літаки, це ще й вертольоти, це ще й транспортні, і спеціального призначення можуть бути. А, чого не летять всі відразу?",1075,1095,https://www.youtube.com/embed/6u9cNKUM2qs?start=1075&end=1095
17156,youtube,6u9cNKUM2qs,100331,0:18:15,Т,"Ну, бо поки перший взлетить, е, чи там, останній взлетить, перший вже має сідать, бо треба мать стіки пілотів, треба мати стіки всього і, і, і, і, і. Е, тому воно так не працює. Але чому вони масово не застосовують свою авіацію в якихось, там, товарних кількостях для досягання превосходства в воздухі, переваги в повітрі, мені не зрозуміло.",1095,1121,https://www.youtube.com/embed/6u9cNKUM2qs?start=1095&end=1121
17157,youtube,6u9cNKUM2qs,100333,0:18:41,Т,"Ну, тому, ну як би, вони не дуже вміють воювати, на щастя, і поки шо паритет в повітрі тримаєтса, як то… Тримається. А ще, якщо ми, нарешті, почнемо якось просувати, просувати тему затриманням американських Ф шістнадцять, то, я думаю, ситуація, як це, через, там, півтора-два роки буде покращуватися…",1121,1144,https://www.youtube.com/embed/6u9cNKUM2qs?start=1121&end=1144
